,Unnamed: 0,Date,Home_Team,Away_Team,Field_Goal,Field_Goal_Attempts,Field_Goal_%,2Point,2Point_Attempts,2Point_%,3Point,3Point_Attempts,3Point_%,Free_Throw,Free_Throw_Attempt,Free_Throw_%,Points,Away_Field_Goal,Away_Field_Goal_Attempts,Away_Field_Goal_%,Away_2Point,Away_2Point_Attempts,Away_2Point_%,Away_3Point,Away_3Point_Attempts,Away_3Point_%,Away_Free_Throw,Away_Free_Throw_Attempt,Away_Free_Throw_%,Away_Points,Offensive_Efficiency,Away_Offensive_Efficiency,ielo,away_ielo,Away_ielo
2510,2510,2021-01-22,SAS,DAL,41,89,0.461,29,61,0.475,12,28,0.429,23,30,0.767,117,45,93,0.484,31,54,0.574,14,39,0.359,18,20,0.9,122,131.46067415730337,131.18279569892474,1500,1500,1500
2511,2511,2021-01-22,TOR,MIA,39,84,0.464,22,44,0.5,17,40,0.425,6,9,0.667,101,33,77,0.429,26,46,0.565,7,31,0.226,8,10,0.8,81,120.23809523809524,105.1948051948052,1500,1500,1500
2512,2512,2021-01-23,BRK,MIA,44,83,0.53,25,46,0.543,19,37,0.514,21,26,0.808,128,42,89,0.472,29,43,0.674,13,46,0.283,27,32,0.844,124,154.21686746987953,139.32584269662922,1500,1500,1500
2513,2513,2021-01-23,CHI,LAL,33,84,0.393,25,59,0.424,8,25,0.32,16,22,0.727,90,36,79,0.456,32,60,0.533,4,19,0.211,25,31,0.806,101,107.14285714285714,127.84810126582278,1500,1500,1500
2514,2514,2021-01-23,DAL,HOU,37,83,0.446,32,58,0.552,5,25,0.2,29,40,0.725,108,47,86,0.547,31,49,0.633,16,37,0.432,23,29,0.793,133,130.12048192771084,154.6511627906977,1500,1500,1500
2515,2515,2021-01-23,DET,PHI,37,86,0.43,23,53,0.434,14,33,0.424,22,30,0.733,110,38,83,0.458,30,60,0.5,8,23,0.348,30,38,0.789,114,127.90697674418604,137.34939759036143,1500,1500,1500
2516,2516,2021-01-23,MIN,NOP,39,91,0.429,27,57,0.474,12,34,0.353,30,37,0.811,120,40,87,0.46,30,54,0.556,10,33,0.303,20,28,0.714,110,131.86813186813183,126.4367816091954,1500,1500,1500
2517,2517,2021-01-23,PHO,DEN,41,102,0.402,25,49,0.51,16,53,0.302,14,18,0.778,112,40,97,0.412,25,61,0.41,15,36,0.417,25,32,0.781,120,109.80392156862746,123.71134020618555,1500,1500,1500
2518,2518,2021-01-23,UTA,GSW,45,94,0.479,25,44,0.568,20,50,0.4,17,22,0.773,127,42,93,0.452,28,54,0.519,14,39,0.359,10,15,0.667,108,135.1063829787234,116.12903225806453,1500,1500,1500
2519,2519,2021-01-24,BOS,CLE,52,93,0.559,38,65,0.585,14,28,0.5,23,27,0.852,141,34,85,0.4,24,52,0.462,10,33,0.303,25,34,0.735,103,151.61290322580646,121.17647058823528,1500,1500,1500
2520,2520,2021-01-24,IND,TOR,35,87,0.402,22,48,0.458,13,39,0.333,19,22,0.864,102,37,90,0.411,22,55,0.4,15,35,0.429,18,26,0.692,107,117.2413793103448,118.88888888888889,1500,1500,1500
2521,2521,2021-01-24,LAC,OKC,41,92,0.446,27,46,0.587,14,46,0.304,12,16,0.75,108,42,95,0.442,35,60,0.583,7,35,0.2,9,14,0.643,100,117.3913043478261,105.26315789473684,1500,1500,1500
2522,2522,2021-01-24,MIL,ATL,50,91,0.549,40,60,0.667,10,31,0.323,19,27,0.704,129,42,83,0.506,28,44,0.636,14,39,0.359,17,22,0.773,115,141.75824175824175,138.55421686746988,1500,1500,1500
2523,2523,2021-01-24,ORL,CHO,39,87,0.448,22,49,0.449,17,38,0.447,9,13,0.692,104,42,88,0.477,28,52,0.538,14,36,0.389,9,16,0.563,107,119.54022988505749,121.59090909090908,1500,1500,1500
2524,2524,2021-01-24,POR,NYK,39,83,0.47,22,37,0.595,17,46,0.37,21,23,0.913,116,39,86,0.453,27,57,0.474,12,29,0.414,23,25,0.92,113,139.75903614457832,131.3953488372093,1500,1500,1500
2525,2525,2021-01-24,SAS,WAS,48,96,0.5,33,65,0.508,15,31,0.484,10,11,0.909,121,39,92,0.424,25,50,0.5,14,42,0.333,9,14,0.643,101,126.04166666666669,109.78260869565216,1500,1500,1500
2526,2526,2021-01-25,BRK,MIA,34,85,0.4,23,47,0.489,11,38,0.289,19,22,0.864,98,31,84,0.369,20,41,0.488,11,43,0.256,12,17,0.706,85,115.2941176470588,101.1904761904762,1500,1500,1500
2527,2527,2021-01-25,CHI,BOS,41,88,0.466,24,49,0.49,17,39,0.436,4,10,0.4,103,44,87,0.506,29,58,0.5,15,29,0.517,16,20,0.8,119,117.04545454545456,136.7816091954023,1500,1500,1500
2528,2528,2021-01-25,CLE,LAL,40,86,0.465,31,65,0.477,9,21,0.429,19,22,0.864,108,42,87,0.483,32,55,0.582,10,32,0.313,21,28,0.75,115,125.5813953488372,132.183908045977,1500,1500,1500
2529,2529,2021-01-25,DAL,DEN,41,84,0.488,30,52,0.577,11,32,0.344,20,24,0.833,113,40,79,0.506,25,44,0.568,15,35,0.429,22,28,0.786,117,134.52380952380955,148.1012658227848,1500,1500,1500
2530,2530,2021-01-25,DET,PHI,35,70,0.5,18,32,0.563,17,38,0.447,32,38,0.842,119,40,94,0.426,31,66,0.47,9,28,0.321,15,20,0.75,104,170.0,110.63829787234044,1500,1500,1500
2531,2531,2021-01-25,GSW,MIN,44,89,0.494,30,59,0.508,14,30,0.467,28,37,0.757,130,39,94,0.415,31,70,0.443,8,24,0.333,22,25,0.88,108,146.06741573033707,114.8936170212766,1500,1500,1500
2532,2532,2021-01-25,IND,TOR,40,78,0.513,28,49,0.571,12,29,0.414,37,45,0.822,129,38,93,0.409,24,55,0.436,14,38,0.368,24,27,0.889,114,165.3846153846154,122.58064516129032,1500,1500,1500
2533,2533,2021-01-25,ORL,CHO,42,88,0.477,23,51,0.451,19,37,0.514,14,22,0.636,117,39,89,0.438,28,51,0.549,11,38,0.289,19,27,0.704,108,132.95454545454547,121.34831460674158,1500,1500,1500
2534,2534,2021-01-25,POR,OKC,46,98,0.469,32,57,0.561,14,41,0.341,16,21,0.762,122,43,84,0.512,25,44,0.568,18,40,0.45,21,35,0.6,125,124.48979591836736,148.80952380952382,1500,1500,1500
2535,2535,2021-01-26,ATL,LAC,37,80,0.463,27,54,0.5,10,26,0.385,24,25,0.96,108,36,89,0.404,28,63,0.444,8,26,0.308,19,22,0.864,99,135.0,111.23595505617978,1500,1500,1500
2536,2536,2021-01-26,HOU,WAS,37,88,0.42,25,51,0.49,12,37,0.324,21,29,0.724,107,33,85,0.388,28,59,0.475,5,26,0.192,17,23,0.739,88,121.59090909090908,103.5294117647059,1500,1500,1500
2537,2537,2021-01-26,UTA,NYK,37,92,0.402,22,44,0.5,15,48,0.313,19,22,0.864,108,36,83,0.434,26,56,0.464,10,27,0.37,12,17,0.706,94,117.3913043478261,113.2530120481928,1500,1500,1500
2538,2538,2021-01-27,ATL,BRK,45,94,0.479,32,61,0.525,13,33,0.394,25,28,0.893,128,52,98,0.531,41,66,0.621,11,32,0.344,17,20,0.85,132,136.17021276595744,134.6938775510204,1500,1500,1500
2539,2539,2021-01-27,CHO,IND,37,90,0.411,24,52,0.462,13,38,0.342,19,21,0.905,106,45,88,0.511,29,48,0.604,16,40,0.4,10,12,0.833,116,117.7777777777778,131.8181818181818,1500,1500,1500
2540,2540,2021-01-27,CLE,DET,47,87,0.54,36,66,0.545,11,21,0.524,17,23,0.739,122,37,82,0.451,26,55,0.473,11,27,0.407,22,29,0.759,107,140.22988505747128,130.4878048780488,1500,1500,1500
2541,2541,2021-01-27,GSW,MIN,45,85,0.529,30,51,0.588,15,34,0.441,18,23,0.783,123,37,87,0.425,23,51,0.451,14,36,0.389,23,33,0.697,111,144.70588235294116,127.58620689655172,1500,1500,1500
2542,2542,2021-01-27,MIA,DEN,30,80,0.375,17,35,0.486,13,45,0.289,9,11,0.818,82,42,92,0.457,28,49,0.571,14,43,0.326,11,11,1.0,109,102.5,118.4782608695652,1500,1500,1500
2543,2543,2021-01-27,NOP,WAS,46,89,0.517,29,46,0.63,17,43,0.395,15,24,0.625,124,37,92,0.402,24,54,0.444,13,38,0.342,19,21,0.905,106,139.32584269662922,115.21739130434784,1500,1500,1500
2544,2544,2021-01-27,ORL,SAC,40,96,0.417,30,70,0.429,10,26,0.385,17,18,0.944,107,45,92,0.489,31,59,0.525,14,33,0.424,17,26,0.654,121,111.45833333333331,131.52173913043478,1500,1500,1500
2545,2545,2021-01-27,PHI,LAL,41,85,0.482,32,60,0.533,9,25,0.36,16,26,0.615,107,41,86,0.477,33,62,0.532,8,24,0.333,16,25,0.64,106,125.88235294117646,123.25581395348836,1500,1500,1500
2546,2546,2021-01-27,PHO,OKC,36,95,0.379,21,52,0.404,15,43,0.349,10,12,0.833,97,38,85,0.447,22,45,0.489,16,40,0.4,10,14,0.714,102,102.10526315789474,120.0,1500,1500,1500
2547,2547,2021-01-27,SAS,BOS,46,82,0.561,38,54,0.704,8,28,0.286,10,16,0.625,110,42,98,0.429,32,68,0.471,10,30,0.333,12,14,0.857,106,134.14634146341464,108.16326530612244,1500,1500,1500
2548,2548,2021-01-27,TOR,MIL,38,94,0.404,16,39,0.41,22,55,0.4,10,12,0.833,108,40,93,0.43,24,49,0.49,16,44,0.364,19,26,0.731,115,114.8936170212766,123.65591397849462,1500,1500,1500
2549,2549,2021-01-27,UTA,DAL,42,91,0.462,26,50,0.52,16,41,0.39,16,21,0.762,116,42,91,0.462,30,56,0.536,12,35,0.343,8,9,0.889,104,127.47252747252746,114.28571428571428,1500,1500,1500
2550,2550,2021-01-28,DET,LAL,40,87,0.46,26,51,0.51,14,36,0.389,13,13,1.0,107,36,88,0.409,24,60,0.4,12,28,0.429,8,12,0.667,92,122.98850574712642,104.54545454545456,1500,1500,1500
2551,2551,2021-01-28,HOU,POR,38,90,0.422,25,43,0.581,13,47,0.277,15,18,0.833,104,39,93,0.419,22,52,0.423,17,41,0.415,6,8,0.75,101,115.55555555555554,108.6021505376344,1500,1500,1500
2552,2552,2021-01-28,MIA,LAC,40,90,0.444,27,57,0.474,13,33,0.394,12,15,0.8,105,36,87,0.414,19,45,0.422,17,42,0.405,20,22,0.909,109,116.66666666666669,125.28735632183908,1500,1500,1500
2553,2553,2021-01-28,PHO,GSW,41,88,0.466,30,56,0.536,11,32,0.344,21,23,0.913,114,38,99,0.384,27,61,0.443,11,38,0.289,6,8,0.75,93,129.54545454545453,93.93939393939394,1500,1500,1500
2554,2554,2021-01-29,CHO,IND,43,85,0.506,27,48,0.563,16,37,0.432,6,9,0.667,108,42,87,0.483,31,52,0.596,11,35,0.314,10,13,0.769,105,127.05882352941175,120.6896551724138,1500,1500,1500
2555,2555,2021-01-29,MIN,PHI,35,82,0.427,25,49,0.51,10,33,0.303,14,18,0.778,94,39,87,0.448,31,71,0.437,8,16,0.5,32,38,0.842,118,114.6341463414634,135.63218390804596,1500,1500,1500
2556,2556,2021-01-29,NOP,MIL,45,96,0.469,24,48,0.5,21,48,0.438,20,28,0.714,131,48,96,0.5,35,61,0.574,13,35,0.371,17,22,0.773,126,136.45833333333331,131.25,1500,1500,1500
2557,2557,2021-01-29,NYK,CLE,39,80,0.488,29,53,0.547,10,27,0.37,14,16,0.875,102,29,84,0.345,21,58,0.362,8,26,0.308,15,18,0.833,81,127.5,96.42857142857144,1500,1500,1500
2558,2558,2021-01-29,OKC,BRK,40,86,0.465,24,48,0.5,16,38,0.421,29,34,0.853,125,57,100,0.57,38,55,0.691,19,45,0.422,14,16,0.875,147,145.3488372093023,147.0,1500,1500,1500
2559,2559,2021-01-29,ORL,LAC,32,89,0.36,22,56,0.393,10,33,0.303,16,18,0.889,90,46,94,0.489,33,57,0.579,13,37,0.351,11,11,1.0,116,101.12359550561798,123.40425531914892,1500,1500,1500
2560,2560,2021-01-29,SAS,DEN,44,81,0.543,34,58,0.586,10,23,0.435,21,26,0.808,119,41,78,0.526,27,47,0.574,14,31,0.452,13,20,0.65,109,146.9135802469136,139.74358974358972,1500,1500,1500
2561,2561,2021-01-29,TOR,SAC,42,86,0.488,29,54,0.537,13,32,0.406,27,33,0.818,124,43,78,0.551,27,42,0.643,16,36,0.444,24,31,0.774,126,144.1860465116279,161.53846153846155,1500,1500,1500
2562,2562,2021-01-29,UTA,DAL,38,87,0.437,18,39,0.462,20,48,0.417,24,26,0.923,120,37,86,0.43,28,53,0.528,9,33,0.273,18,27,0.667,101,137.93103448275863,117.44186046511628,1500,1500,1500
2563,2563,2021-01-29,WAS,ATL,31,85,0.365,24,57,0.421,7,28,0.25,31,38,0.816,100,39,87,0.448,27,50,0.54,12,37,0.324,26,34,0.765,116,117.64705882352942,133.33333333333331,1500,1500,1500
2564,2564,2021-01-30,BOS,LAL,40,82,0.488,34,61,0.557,6,21,0.286,9,14,0.643,95,37,84,0.44,28,53,0.528,9,31,0.29,13,19,0.684,96,115.85365853658536,114.28571428571428,1500,1500,1500
2565,2565,2021-01-30,CHI,POR,43,85,0.506,22,40,0.55,21,45,0.467,15,15,1.0,122,45,88,0.511,28,46,0.609,17,42,0.405,16,19,0.842,123,143.52941176470588,139.77272727272728,1500,1500,1500
2566,2566,2021-01-30,CHO,MIL,44,92,0.478,23,48,0.479,21,44,0.477,17,20,0.85,126,40,82,0.488,22,37,0.595,18,45,0.4,16,24,0.667,114,136.95652173913044,139.02439024390242,1500,1500,1500
2567,2567,2021-01-30,DAL,PHO,44,83,0.53,35,54,0.648,9,29,0.31,8,14,0.571,105,37,81,0.457,27,59,0.458,10,22,0.455,27,31,0.871,111,126.50602409638554,137.03703703703704,1500,1500,1500
2568,2568,2021-01-30,GSW,DET,47,89,0.528,30,53,0.566,17,36,0.472,7,10,0.7,118,29,77,0.377,20,41,0.488,9,36,0.25,24,32,0.75,91,132.58426966292134,118.1818181818182,1500,1500,1500
2569,2569,2021-01-30,MIA,SAC,36,77,0.468,25,45,0.556,11,32,0.344,22,26,0.846,105,41,85,0.482,24,40,0.6,17,45,0.378,5,11,0.455,104,136.36363636363637,122.3529411764706,1500,1500,1500
2570,2570,2021-01-30,NOP,HOU,41,91,0.451,29,50,0.58,12,41,0.293,18,29,0.621,112,45,92,0.489,25,46,0.543,20,46,0.435,16,20,0.8,126,123.07692307692308,136.95652173913044,1500,1500,1500
2571,2571,2021-01-30,SAS,MEM,39,83,0.47,26,54,0.481,13,29,0.448,21,26,0.808,112,51,91,0.56,34,56,0.607,17,35,0.486,10,15,0.667,129,134.93975903614458,141.75824175824175,1500,1500,1500
2572,2572,2021-01-31,DEN,UTA,47,87,0.54,29,59,0.492,18,28,0.643,16,19,0.842,128,32,75,0.427,12,28,0.429,20,47,0.426,33,39,0.846,117,147.1264367816092,156.0,1500,1500,1500
2573,2573,2021-01-31,IND,PHI,41,84,0.488,31,56,0.554,10,28,0.357,18,22,0.818,110,45,92,0.489,37,66,0.561,8,26,0.308,21,31,0.677,119,130.95238095238096,129.34782608695653,1500,1500,1500
2574,2574,2021-01-31,MIN,CLE,41,91,0.451,25,51,0.49,16,40,0.4,11,15,0.733,109,41,84,0.488,37,68,0.544,4,16,0.25,18,23,0.783,104,119.78021978021978,123.8095238095238,1500,1500,1500
2575,2575,2021-01-31,NYK,LAC,41,85,0.482,31,58,0.534,10,27,0.37,23,28,0.821,115,44,81,0.543,27,43,0.628,17,38,0.447,24,28,0.857,129,135.29411764705884,159.25925925925927,1500,1500,1500
2576,2576,2021-01-31,TOR,ORL,41,90,0.456,29,51,0.569,12,39,0.308,21,22,0.955,115,33,82,0.402,20,46,0.435,13,36,0.361,23,28,0.821,102,127.77777777777776,124.39024390243902,1500,1500,1500
2577,2577,2021-01-31,WAS,BRK,56,108,0.519,44,69,0.638,12,39,0.308,25,32,0.781,149,50,88,0.568,31,52,0.596,19,36,0.528,27,33,0.818,146,137.96296296296296,165.9090909090909,1500,1500,1500
2578,2578,2021-02-01,ATL,LAL,37,78,0.474,26,49,0.531,11,29,0.379,14,17,0.824,99,40,77,0.519,33,54,0.611,7,23,0.304,20,24,0.833,107,126.92307692307692,138.96103896103895,1500,1500,1500
2579,2579,2021-02-01,CHI,NYK,42,88,0.477,31,54,0.574,11,34,0.324,15,20,0.75,110,37,87,0.425,31,58,0.534,6,29,0.207,22,26,0.846,102,125.0,117.2413793103448,1500,1500,1500
2580,2580,2021-02-01,CLE,MIN,35,84,0.417,28,62,0.452,7,22,0.318,23,31,0.742,100,40,102,0.392,29,64,0.453,11,38,0.289,7,11,0.636,98,119.04761904761904,96.07843137254902,1500,1500,1500
2581,2581,2021-02-01,DAL,PHO,37,86,0.43,27,54,0.5,10,32,0.313,24,25,0.96,108,43,92,0.467,30,57,0.526,13,35,0.371,10,12,0.833,109,125.5813953488372,118.4782608695652,1500,1500,1500
2582,2582,2021-02-01,MIA,CHO,43,91,0.473,24,45,0.533,19,46,0.413,16,25,0.64,121,43,95,0.453,22,54,0.407,21,41,0.512,22,26,0.846,129,132.96703296703296,135.78947368421052,1500,1500,1500
2583,2583,2021-02-01,MIL,POR,53,96,0.552,32,54,0.593,21,42,0.5,7,12,0.583,134,39,104,0.375,24,62,0.387,15,42,0.357,13,13,1.0,106,139.58333333333331,101.92307692307692,1500,1500,1500
2584,2584,2021-02-01,NOP,SAC,40,101,0.396,31,71,0.437,9,30,0.3,20,24,0.833,109,42,88,0.477,28,45,0.622,14,43,0.326,20,26,0.769,118,107.92079207920791,134.0909090909091,1500,1500,1500
2585,2585,2021-02-01,OKC,HOU,39,89,0.438,26,55,0.473,13,34,0.382,15,19,0.789,106,49,102,0.48,21,50,0.42,28,52,0.538,10,11,0.909,136,119.10112359550564,133.33333333333331,1500,1500,1500
2586,2586,2021-02-01,SAS,MEM,37,89,0.416,24,52,0.462,13,37,0.351,15,22,0.682,102,52,93,0.559,37,63,0.587,15,30,0.5,14,18,0.778,133,114.6067415730337,143.01075268817206,1500,1500,1500
2587,2587,2021-02-02,BRK,LAC,45,79,0.57,32,48,0.667,13,31,0.419,21,26,0.808,124,45,99,0.455,30,63,0.476,15,36,0.417,15,17,0.882,120,156.96202531645568,121.21212121212122,1500,1500,1500
2588,2588,2021-02-02,GSW,BOS,38,83,0.458,23,46,0.5,15,37,0.405,16,23,0.696,107,39,84,0.464,26,50,0.52,13,34,0.382,20,27,0.741,111,128.91566265060243,132.14285714285714,1500,1500,1500
2589,2589,2021-02-02,IND,MEM,49,82,0.598,33,53,0.623,16,29,0.552,20,29,0.69,134,42,93,0.452,33,68,0.485,9,25,0.36,23,24,0.958,116,163.41463414634146,124.73118279569891,1500,1500,1500
2590,2590,2021-02-02,ORL,TOR,41,89,0.461,27,51,0.529,14,38,0.368,12,14,0.857,108,40,83,0.482,20,38,0.526,20,45,0.444,23,25,0.92,123,121.34831460674158,148.19277108433735,1500,1500,1500
2591,2591,2021-02-02,UTA,DET,38,82,0.463,22,40,0.55,16,42,0.381,25,29,0.862,117,39,93,0.419,30,66,0.455,9,27,0.333,18,20,0.9,105,142.6829268292683,112.90322580645164,1500,1500,1500
2592,2592,2021-02-02,WAS,POR,46,83,0.554,30,43,0.698,16,40,0.4,13,17,0.765,121,44,95,0.463,23,49,0.469,21,46,0.457,23,23,1.0,132,145.78313253012047,138.94736842105263,1500,1500,1500
2593,2593,2021-02-03,ATL,DAL,45,90,0.5,31,52,0.596,14,38,0.368,12,17,0.706,116,43,93,0.462,30,53,0.566,13,40,0.325,23,25,0.92,122,128.88888888888889,131.18279569892474,1500,1500,1500
2594,2594,2021-02-03,CHI,NYK,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107,117.04545454545456,120.2247191011236,1500,1500,1500
2595,2595,2021-02-03,CHO,PHI,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118,127.58620689655172,149.36708860759492,1500,1500,1500
2596,2596,2021-02-03,CLE,LAC,41,92,0.446,37,82,0.451,4,10,0.4,13,17,0.765,99,44,79,0.557,24,45,0.533,20,34,0.588,13,17,0.765,121,107.6086956521739,153.1645569620253,1500,1500,1500
2597,2597,2021-02-03,MIA,WAS,36,83,0.434,24,48,0.5,12,35,0.343,16,22,0.727,100,35,84,0.417,20,47,0.426,15,37,0.405,18,25,0.72,103,120.48192771084338,122.61904761904762,1500,1500,1500
2598,2598,2021-02-03,MIL,IND,48,102,0.471,27,54,0.5,21,48,0.438,13,14,0.929,130,43,95,0.453,32,61,0.525,11,34,0.324,13,15,0.867,110,127.45098039215684,115.78947368421052,1500,1500,1500
2599,2599,2021-02-03,NOP,PHO,46,90,0.511,32,57,0.561,14,33,0.424,17,21,0.81,123,38,82,0.463,30,47,0.638,8,35,0.229,17,20,0.85,101,136.66666666666666,123.17073170731707,1500,1500,1500
2600,2600,2021-02-03,OKC,HOU,36,83,0.434,26,50,0.52,10,33,0.303,22,26,0.846,104,33,86,0.384,21,40,0.525,12,46,0.261,9,13,0.692,87,125.30120481927712,101.16279069767442,1500,1500,1500
2601,2601,2021-02-03,SAC,BOS,42,92,0.457,29,55,0.527,13,37,0.351,19,23,0.826,116,39,86,0.453,28,53,0.528,11,33,0.333,22,29,0.759,111,126.08695652173914,129.06976744186048,1500,1500,1500
2602,2602,2021-02-03,SAS,MIN,43,96,0.448,36,70,0.514,7,26,0.269,18,24,0.75,111,43,94,0.457,30,61,0.492,13,33,0.394,9,11,0.818,108,115.625,114.8936170212766,1500,1500,1500
2603,2603,2021-02-04,ATL,UTA,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112,92.85714285714286,123.07692307692308,1500,1500,1500
2604,2604,2021-02-04,DAL,GSW,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147,126.08695652173914,165.1685393258427,1500,1500,1500
2605,2605,2021-02-04,LAL,DEN,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93,140.74074074074073,101.08695652173914,1500,1500,1500
2606,2606,2021-02-04,MEM,HOU,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115,118.39080459770116,132.183908045977,1500,1500,1500
2607,2607,2021-02-04,PHI,POR,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121,129.62962962962962,123.46938775510203,1500,1500,1500
2608,2608,2021-02-05,BRK,TOR,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123,146.25,126.8041237113402,1500,1500,1500
2609,2609,2021-02-05,CHO,UTA,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138,116.34615384615384,158.6206896551724,1500,1500,1500
2610,2610,2021-02-05,CLE,MIL,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123,114.13043478260867,126.8041237113402,1500,1500,1500
2611,2611,2021-02-05,IND,NOP,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114,121.50537634408605,150.0,1500,1500,1500
2612,2612,2021-02-05,LAC,BOS,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119,141.97530864197532,132.22222222222223,1500,1500,1500
2613,2613,2021-02-05,MIA,WAS,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95,141.86046511627907,106.74157303370788,1500,1500,1500
2614,2614,2021-02-05,OKC,MIN,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106,121.17647058823528,112.7659574468085,1500,1500,1500
2615,2615,2021-02-05,ORL,CHI,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119,151.85185185185185,123.95833333333331,1500,1500,1500
2616,2616,2021-02-05,PHO,DET,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92,128.23529411764707,101.0989010989011,1500,1500,1500
2617,2617,2021-02-06,ATL,TOR,42,74,0.568,23,38,0.605,19,36,0.528,29,33,0.879,132,41,97,0.423,28,59,0.475,13,38,0.342,26,34,0.765,121,178.3783783783784,124.74226804123712,1500,1500,1500
2618,2618,2021-02-06,CLE,MIL,39,86,0.453,33,58,0.569,6,28,0.214,15,21,0.714,99,47,86,0.547,31,52,0.596,16,34,0.471,14,23,0.609,124,115.11627906976744,144.1860465116279,1500,1500,1500
2619,2619,2021-02-06,DAL,GSW,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132,139.58333333333331,153.48837209302326,1500,1500,1500
2620,2620,2021-02-06,HOU,SAS,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111,120.45454545454544,127.58620689655172,1500,1500,1500
2621,2621,2021-02-06,LAL,DET,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129,148.35164835164835,137.2340425531915,1500,1500,1500
2622,2622,2021-02-06,NOP,MEM,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109,135.63218390804596,121.1111111111111,1500,1500,1500
2623,2623,2021-02-06,NYK,POR,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99,125.0,111.23595505617978,1500,1500,1500
2624,2624,2021-02-06,OKC,MIN,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118,133.33333333333331,126.88172043010752,1500,1500,1500
2625,2625,2021-02-06,ORL,CHI,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1.0,92,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118,96.84210526315788,129.67032967032966,1500,1500,1500
2626,2626,2021-02-06,PHI,BRK,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108,131.91489361702128,122.72727272727272,1500,1500,1500
2627,2627,2021-02-06,SAC,DEN,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114,130.76923076923077,117.5257731958763,1500,1500,1500
2628,2628,2021-02-07,CHO,WAS,42,99,0.424,27,63,0.429,15,36,0.417,20,26,0.769,119,34,90,0.378,25,50,0.5,9,40,0.225,20,28,0.714,97,120.2020202020202,107.77777777777776,1500,1500,1500
2629,2629,2021-02-07,IND,UTA,37,93,0.398,29,64,0.453,8,29,0.276,13,18,0.722,95,38,92,0.413,25,50,0.5,13,42,0.31,14,21,0.667,103,102.1505376344086,111.95652173913044,1500,1500,1500
