,Unnamed: 0,Date,Home_Team,Away_Team,Field_Goal,Field_Goal_Attempts,Field_Goal_%,2Point,2Point_Attempts,2Point_%,3Point,3Point_Attempts,3Point_%,Free_Throw,Free_Throw_Attempt,Free_Throw_%,Points,Away_Field_Goal,Away_Field_Goal_Attempts,Away_Field_Goal_%,Away_2Point,Away_2Point_Attempts,Away_2Point_%,Away_3Point,Away_3Point_Attempts,Away_3Point_%,Away_Free_Throw,Away_Free_Throw_Attempt,Away_Free_Throw_%,Away_Points,Offensive_Efficiency,Away_Offensive_Efficiency,ielo,away_ielo,Away_ielo
940,940,2019-03-02,PHO,LAL,39,76,0.513,33,50,0.66,6,26,0.231,34,40,0.85,118,43,89,0.483,35,64,0.547,8,25,0.32,15,23,0.652,109,155.26315789473685,122.47191011235957,1500,1500,1500
941,941,2019-03-02,SAS,OKC,45,91,0.495,37,72,0.514,8,19,0.421,18,25,0.72,116,40,88,0.455,33,59,0.559,7,29,0.241,15,24,0.625,102,127.47252747252746,115.90909090909092,1500,1500,1500
942,942,2019-03-02,UTA,MIL,44,96,0.458,32,67,0.478,12,29,0.414,15,26,0.577,115,37,96,0.385,22,57,0.386,15,39,0.385,22,30,0.733,111,119.79166666666669,115.625,1500,1500,1500
943,943,2019-03-03,BOS,HOU,37,77,0.481,29,49,0.592,8,28,0.286,22,29,0.759,104,38,80,0.475,17,29,0.586,21,51,0.412,18,29,0.621,115,135.06493506493507,143.75,1500,1500,1500
944,944,2019-03-03,CHI,ATL,47,92,0.511,39,65,0.6,8,27,0.296,16,21,0.762,118,42,89,0.472,21,47,0.447,21,42,0.5,18,28,0.643,123,128.26086956521738,138.20224719101125,1500,1500,1500
945,945,2019-03-03,CHO,POR,37,83,0.446,23,50,0.46,14,33,0.424,20,23,0.87,108,43,96,0.448,32,64,0.5,11,32,0.344,21,23,0.913,118,130.12048192771084,122.91666666666669,1500,1500,1500
946,946,2019-03-03,CLE,ORL,36,83,0.434,22,40,0.55,14,43,0.326,21,23,0.913,107,39,88,0.443,33,62,0.532,6,26,0.231,9,11,0.818,93,128.91566265060243,105.6818181818182,1500,1500,1500
947,947,2019-03-03,DET,TOR,40,86,0.465,28,53,0.528,12,33,0.364,20,29,0.69,112,37,96,0.385,23,57,0.404,14,39,0.359,19,24,0.792,107,130.2325581395349,111.45833333333331,1500,1500,1500
948,948,2019-03-03,LAC,NYK,48,98,0.49,29,63,0.46,19,35,0.543,13,17,0.765,128,35,88,0.398,24,59,0.407,11,29,0.379,26,34,0.765,107,130.6122448979592,121.59090909090908,1500,1500,1500
949,949,2019-03-03,OKC,MEM,33,93,0.355,24,63,0.381,9,30,0.3,24,33,0.727,99,35,79,0.443,28,57,0.491,7,22,0.318,18,19,0.947,95,106.4516129032258,120.25316455696202,1500,1500,1500
950,950,2019-03-03,WAS,MIN,49,98,0.5,38,65,0.585,11,33,0.333,26,32,0.813,135,52,99,0.525,48,72,0.667,4,27,0.148,13,19,0.684,121,137.75510204081633,122.22222222222224,1500,1500,1500
951,951,2019-03-04,BRK,DAL,48,85,0.565,31,44,0.705,17,41,0.415,14,19,0.737,127,31,87,0.356,19,42,0.452,12,45,0.267,14,22,0.636,88,149.41176470588235,101.14942528735634,1500,1500,1500
952,952,2019-03-04,LAL,LAC,38,91,0.418,28,53,0.528,10,38,0.263,19,24,0.792,105,41,83,0.494,30,54,0.556,11,29,0.379,20,24,0.833,113,115.38461538461536,136.14457831325302,1500,1500,1500
953,953,2019-03-04,MIA,ATL,44,79,0.557,35,56,0.625,9,23,0.391,17,24,0.708,114,38,91,0.418,21,45,0.467,17,46,0.37,20,25,0.8,113,144.30379746835442,124.17582417582418,1500,1500,1500
954,954,2019-03-04,PHO,MIL,41,91,0.451,34,69,0.493,7,22,0.318,25,31,0.806,114,35,95,0.368,23,53,0.434,12,42,0.286,23,31,0.742,105,125.27472527472528,110.5263157894737,1500,1500,1500
955,955,2019-03-04,SAC,NYK,39,83,0.47,28,54,0.519,11,29,0.379,26,33,0.788,115,39,85,0.459,27,56,0.482,12,29,0.414,18,28,0.643,108,138.55421686746988,127.05882352941175,1500,1500,1500
956,956,2019-03-04,SAS,DEN,41,85,0.482,33,60,0.55,8,25,0.32,14,19,0.737,104,41,95,0.432,24,55,0.436,17,40,0.425,4,4,1.0,103,122.3529411764706,108.42105263157896,1500,1500,1500
957,957,2019-03-04,UTA,NOP,43,92,0.467,29,54,0.537,14,38,0.368,12,14,0.857,112,46,96,0.479,37,76,0.487,9,20,0.45,14,18,0.778,115,121.73913043478262,119.79166666666669,1500,1500,1500
958,958,2019-03-05,GSW,BOS,34,85,0.4,26,50,0.52,8,35,0.229,19,23,0.826,95,49,96,0.51,35,62,0.565,14,34,0.412,16,17,0.941,128,111.76470588235294,133.33333333333331,1500,1500,1500
959,959,2019-03-05,IND,CHI,38,84,0.452,27,59,0.458,11,25,0.44,18,24,0.75,105,36,93,0.387,32,68,0.471,4,25,0.16,20,24,0.833,96,125.0,103.2258064516129,1500,1500,1500
960,960,2019-03-05,MEM,POR,40,75,0.533,27,48,0.563,13,27,0.481,27,36,0.75,120,42,79,0.532,33,50,0.66,9,29,0.31,18,21,0.857,111,160.0,140.50632911392404,1500,1500,1500
961,961,2019-03-05,MIN,OKC,47,89,0.528,36,67,0.537,11,22,0.5,26,35,0.743,131,42,94,0.447,24,48,0.5,18,46,0.391,18,31,0.581,120,147.19101123595507,127.65957446808513,1500,1500,1500
962,962,2019-03-05,PHI,ORL,42,89,0.472,31,61,0.508,11,28,0.393,19,21,0.905,114,42,93,0.452,29,61,0.475,13,32,0.406,9,12,0.75,106,128.08988764044943,113.97849462365592,1500,1500,1500
963,963,2019-03-05,TOR,HOU,37,89,0.416,28,57,0.491,9,32,0.281,12,16,0.75,95,38,85,0.447,23,51,0.451,15,34,0.441,16,18,0.889,107,106.74157303370788,125.88235294117646,1500,1500,1500
964,964,2019-03-06,ATL,SAS,36,92,0.391,23,49,0.469,13,43,0.302,19,24,0.792,104,44,89,0.494,34,56,0.607,10,33,0.303,13,18,0.722,111,113.04347826086956,124.7191011235955,1500,1500,1500
965,965,2019-03-06,BRK,CLE,43,91,0.473,31,58,0.534,12,33,0.364,15,26,0.577,113,35,87,0.402,19,49,0.388,16,38,0.421,21,29,0.724,107,124.17582417582418,122.98850574712642,1500,1500,1500
966,966,2019-03-06,CHI,PHI,41,93,0.441,35,70,0.5,6,23,0.261,20,27,0.741,108,40,87,0.46,32,63,0.508,8,24,0.333,19,24,0.792,107,116.12903225806453,122.98850574712642,1500,1500,1500
967,967,2019-03-06,CHO,MIA,30,82,0.366,16,46,0.348,14,36,0.389,10,15,0.667,84,38,90,0.422,29,64,0.453,9,26,0.346,6,11,0.545,91,102.4390243902439,101.11111111111111,1500,1500,1500
968,968,2019-03-06,DET,MIN,50,93,0.538,36,60,0.6,14,33,0.424,17,22,0.773,131,41,84,0.488,29,57,0.509,12,27,0.444,20,21,0.952,114,140.86021505376343,135.71428571428572,1500,1500,1500
969,969,2019-03-06,LAL,DEN,40,84,0.476,33,53,0.623,7,31,0.226,12,23,0.522,99,45,98,0.459,32,56,0.571,13,42,0.31,12,17,0.706,115,117.85714285714286,117.3469387755102,1500,1500,1500
970,970,2019-03-06,NOP,UTA,41,89,0.461,32,65,0.492,9,24,0.375,13,20,0.65,104,46,88,0.523,38,58,0.655,8,30,0.267,14,22,0.636,114,116.85393258426966,129.54545454545453,1500,1500,1500
